     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     167           47.29482517         21.45877712         25.83604805         50.98869234        122.89989215       5307.24713205          0.00000000
     168           47.33460816         21.45717706         25.87743110         49.83499643        122.89072817       4861.83005688          0.00000000
     169           47.87506004         21.95400122         25.92105882         49.43638242        125.73616690       4454.57971926          0.00000000
     170           47.85296214         21.88441656         25.96854558         49.94637566        125.33763782       3929.32931790          0.00000000
     171           47.06784083         21.04771214         26.02012868         51.36383942        120.54561813       3262.53512877          0.00000000
     172           46.87417454         20.79935638         26.07481816         53.47867787        119.12322130       2653.35193558          0.00000000
     173           47.13432001         21.00090080         26.13341922         56.07481213        120.27751760       2077.65219962          0.00000000
     174           47.01761518         20.82048963         26.19712556         58.95653177        119.24425679       1415.69833145          0.00000000
     175           47.32226315         21.05668747         26.26557568         61.87818886        120.59702214        787.69780171          0.00000000
     176           47.47708977         21.13741925         26.33967052         64.68618054        121.05939360        113.40917935          0.00000000
     177           47.76450722         21.34539061         26.41911662         67.21915961        122.25049865       -558.48297675          0.00000000
     178           47.04351530         20.53962500         26.50389030         69.36896769        117.63567342      -1379.16193777          0.00000000
     179           46.36220429         19.77168114         26.59052314         70.97825507        113.23746300      -2173.44279519          0.00000000
     180           46.32740938         19.65031705         26.67709234         71.98155574        112.54237984      -2843.04712540          0.00000000
     181           46.70170791         19.93805991         26.76364801         72.37254663        114.19035662      -3419.33035935          0.00000000
     182           46.33356453         19.48314530         26.85041923         72.16023586        111.58494456      -4058.25551172          0.00000000
     183           45.84648467         18.91171313         26.93477154         71.36011190        108.31220677      -4651.68271049          0.00000000
     184           45.27912503         18.26365309         27.01547194         70.01364610        104.60060151      -5183.07063543          0.00000000
     185           45.21526790         18.12352249         27.09174541         68.18351474        103.79803782      -5563.58485676          0.00000000
     186           44.94457717         17.77957280         27.16500437         65.93475047        101.82815021      -5894.09473067          0.00000000
     187           44.85857920         17.62294311         27.23563609         63.38288049        100.93109199      -6118.29111665          0.00000000
     188           44.72743319         17.42203953         27.30539365         60.64163563         99.78046593      -6272.13618187          0.00000000
     189           45.03462166         17.65868110         27.37594055         57.85887729        101.13577260      -6294.05023350          0.00000000
     190           45.47525671         18.02471053         27.45054618         55.17500903        103.23211651      -6236.16042115          0.00000000
     191           45.61764263         18.08538430         27.53225833         52.78236786        103.57961067      -6169.40055269          0.00000000
     192           45.30745998         17.68459854         27.62286144         50.89872383        101.28420838      -6126.98166684          0.00000000
     193           45.80122008         18.07843001         27.72279007         49.69276543        103.53978171      -5946.59374589          0.00000000
     194           45.42420171         17.58814807         27.83605364         49.25599649        100.73181193      -5870.02022917          0.00000000
     195           46.12406013         18.16332136         27.96073878         49.62476391        104.02597610      -5640.93145350          0.00000000
